Vardas         Pavarde        Galutinis (Vid.)
Vardas45299    Pavarde45299        6.00

Vardas4530     Pavarde4530         8.00

Vardas45300    Pavarde45300        6.40

Vardas45301    Pavarde45301        7.20

Vardas45303    Pavarde45303        6.20

Vardas45304    Pavarde45304        7.40

Vardas45306    Pavarde45306        5.20

Vardas4531     Pavarde4531         5.40

Vardas45310    Pavarde45310        7.80

Vardas45311    Pavarde45311        7.00

Vardas45312    Pavarde45312        5.20

Vardas45316    Pavarde45316        7.60

Vardas45317    Pavarde45317        7.20

Vardas45318    Pavarde45318        8.00

Vardas45319    Pavarde45319        7.00

Vardas4532     Pavarde4532         6.00

Vardas45320    Pavarde45320        5.20

Vardas45321    Pavarde45321        8.60

Vardas45323    Pavarde45323        6.60

Vardas45324    Pavarde45324        6.20

Vardas45329    Pavarde45329        5.80

Vardas4533     Pavarde4533         7.00

Vardas45330    Pavarde45330        5.80

Vardas45331    Pavarde45331        7.40

Vardas45332    Pavarde45332        5.80

Vardas45335    Pavarde45335        5.80

Vardas45339    Pavarde45339        6.40

Vardas45340    Pavarde45340        6.60

Vardas45341    Pavarde45341        5.60

Vardas45343    Pavarde45343        6.20

Vardas45345    Pavarde45345        5.00

Vardas45347    Pavarde45347        5.80

Vardas45348    Pavarde45348        9.60

Vardas45349    Pavarde45349        7.40

Vardas45350    Pavarde45350        5.40

Vardas45352    Pavarde45352        6.20

Vardas45353    Pavarde45353        6.40

Vardas45355    Pavarde45355        6.60

Vardas45357    Pavarde45357        7.00

Vardas45359    Pavarde45359        6.00

Vardas4536     Pavarde4536         8.00

Vardas45361    Pavarde45361        5.60

Vardas45362    Pavarde45362        5.60

Vardas45364    Pavarde45364        6.20

Vardas45369    Pavarde45369        8.40

Vardas4537     Pavarde4537         5.40

Vardas45370    Pavarde45370        5.00

Vardas45373    Pavarde45373        5.40

Vardas45374    Pavarde45374        5.60

Vardas45375    Pavarde45375        6.40

Vardas45378    Pavarde45378        7.40

Vardas45379    Pavarde45379        5.00

Vardas4538     Pavarde4538         8.60

Vardas45380    Pavarde45380        7.20

Vardas45383    Pavarde45383        6.20

Vardas45384    Pavarde45384        5.80

Vardas45385    Pavarde45385        5.60

Vardas45386    Pavarde45386        6.60

Vardas45387    Pavarde45387        7.20

Vardas45389    Pavarde45389        5.60

Vardas4539     Pavarde4539         6.60

Vardas45391    Pavarde45391        6.00

Vardas45394    Pavarde45394        6.40

Vardas45395    Pavarde45395        6.60

Vardas45396    Pavarde45396        5.00

Vardas45397    Pavarde45397        5.40

Vardas454      Pavarde454          8.00

Vardas45400    Pavarde45400        6.40

Vardas45402    Pavarde45402        6.00

Vardas45403    Pavarde45403        5.00

Vardas45404    Pavarde45404        6.60

Vardas45405    Pavarde45405        7.40

Vardas4541     Pavarde4541         5.20

Vardas45410    Pavarde45410        7.60

Vardas45413    Pavarde45413        7.60

Vardas45414    Pavarde45414        8.40

Vardas45415    Pavarde45415        5.60

Vardas45418    Pavarde45418        5.20

Vardas4542     Pavarde4542         7.60

Vardas45421    Pavarde45421        5.40

Vardas45423    Pavarde45423        5.80

Vardas45426    Pavarde45426        7.00

Vardas45428    Pavarde45428        5.20

Vardas4543     Pavarde4543         5.20

Vardas45430    Pavarde45430        5.00

Vardas45432    Pavarde45432        7.20

Vardas45433    Pavarde45433        6.80

Vardas45434    Pavarde45434        5.40

Vardas45436    Pavarde45436        6.00

Vardas45437    Pavarde45437        6.40

Vardas45438    Pavarde45438        5.40

Vardas4544     Pavarde4544         8.40

Vardas45441    Pavarde45441        6.20

Vardas45444    Pavarde45444        5.60

Vardas45448    Pavarde45448        7.60

Vardas45449    Pavarde45449        5.00

Vardas45450    Pavarde45450        7.00

Vardas45451    Pavarde45451        6.20

Vardas45452    Pavarde45452        7.00

Vardas45454    Pavarde45454        6.00

Vardas45456    Pavarde45456        5.40

Vardas45459    Pavarde45459        8.00

Vardas4546     Pavarde4546         5.80

Vardas45460    Pavarde45460        8.00

Vardas45464    Pavarde45464        8.00

Vardas45465    Pavarde45465        7.00

Vardas45469    Pavarde45469        5.40

Vardas4547     Pavarde4547         6.00

Vardas45470    Pavarde45470        7.60

Vardas45471    Pavarde45471        5.20

Vardas45472    Pavarde45472        7.40

Vardas45473    Pavarde45473        5.40

Vardas45474    Pavarde45474        7.60

Vardas45476    Pavarde45476        6.40

Vardas4548     Pavarde4548         7.80

Vardas45483    Pavarde45483        7.00

Vardas45484    Pavarde45484        8.40

Vardas45489    Pavarde45489        7.20

Vardas45490    Pavarde45490        7.40

Vardas45491    Pavarde45491        7.40

Vardas45492    Pavarde45492        5.00

Vardas45493    Pavarde45493        7.20

Vardas45495    Pavarde45495        7.00

Vardas45497    Pavarde45497        6.20

Vardas45499    Pavarde45499        5.80

Vardas4550     Pavarde4550         5.20

Vardas45501    Pavarde45501        5.20

Vardas45503    Pavarde45503        7.40

Vardas45504    Pavarde45504        5.40

Vardas45505    Pavarde45505        5.60

Vardas45506    Pavarde45506        6.40

Vardas45509    Pavarde45509        8.00

Vardas45510    Pavarde45510        7.20

Vardas45512    Pavarde45512        7.80

Vardas45516    Pavarde45516        7.40

Vardas45517    Pavarde45517        5.00

Vardas45520    Pavarde45520        7.20

Vardas45521    Pavarde45521        6.00

Vardas45526    Pavarde45526        7.80

Vardas45528    Pavarde45528        6.60

Vardas45529    Pavarde45529        7.20

Vardas4553     Pavarde4553         5.00

Vardas45531    Pavarde45531        5.40

Vardas45533    Pavarde45533        7.20

Vardas45534    Pavarde45534        6.40

Vardas45538    Pavarde45538        5.00

Vardas4554     Pavarde4554         6.80

Vardas45541    Pavarde45541        5.40

Vardas45542    Pavarde45542        6.20

Vardas45545    Pavarde45545        6.80

Vardas45546    Pavarde45546        6.80

Vardas45547    Pavarde45547        7.20

Vardas45548    Pavarde45548        8.80

Vardas45549    Pavarde45549        6.80

Vardas4555     Pavarde4555         8.20

Vardas45550    Pavarde45550        6.20

Vardas45551    Pavarde45551        7.60

Vardas45553    Pavarde45553        5.00

Vardas45554    Pavarde45554        5.00

Vardas45555    Pavarde45555        7.60

Vardas45556    Pavarde45556        6.60

Vardas45557    Pavarde45557        5.80

Vardas45558    Pavarde45558        5.80

Vardas4556     Pavarde4556         5.60

Vardas45560    Pavarde45560        6.00

Vardas45561    Pavarde45561        6.80

Vardas45562    Pavarde45562        6.80

Vardas45563    Pavarde45563        5.20

Vardas45564    Pavarde45564        5.40

Vardas45565    Pavarde45565        6.60

Vardas45567    Pavarde45567        7.20

Vardas45569    Pavarde45569        7.20

Vardas4557     Pavarde4557         5.80

Vardas45571    Pavarde45571        8.00

Vardas45573    Pavarde45573        6.40

Vardas45578    Pavarde45578        5.60

Vardas45579    Pavarde45579        6.00

Vardas4558     Pavarde4558         8.00

Vardas45580    Pavarde45580        8.20

Vardas45581    Pavarde45581        8.80

Vardas45583    Pavarde45583        8.80

Vardas45584    Pavarde45584        5.40

Vardas45585    Pavarde45585        5.20

Vardas45586    Pavarde45586        6.40

Vardas45589    Pavarde45589        7.00

Vardas45591    Pavarde45591        6.80

Vardas45592    Pavarde45592        7.20

Vardas45595    Pavarde45595        6.80

Vardas45596    Pavarde45596        7.20

Vardas4560     Pavarde4560         6.80

Vardas45601    Pavarde45601        5.20

Vardas45603    Pavarde45603        5.20

Vardas45604    Pavarde45604        7.60

Vardas45605    Pavarde45605        7.40

Vardas45608    Pavarde45608        6.20

Vardas45609    Pavarde45609        5.60

Vardas45611    Pavarde45611        5.00

Vardas45612    Pavarde45612        5.60

Vardas45613    Pavarde45613        7.80

Vardas45614    Pavarde45614        6.60

Vardas45617    Pavarde45617        6.40

Vardas45618    Pavarde45618        6.20

Vardas45619    Pavarde45619        6.60

Vardas45620    Pavarde45620        6.80

Vardas45622    Pavarde45622        6.20

Vardas45624    Pavarde45624        5.00

Vardas45625    Pavarde45625        7.40

Vardas45629    Pavarde45629        5.80

Vardas4563     Pavarde4563         6.40

Vardas45633    Pavarde45633        7.60

Vardas45634    Pavarde45634        7.00

Vardas45635    Pavarde45635        8.80

Vardas45636    Pavarde45636        7.80

Vardas45637    Pavarde45637        8.40

Vardas45638    Pavarde45638        8.20

Vardas45639    Pavarde45639        7.80

Vardas4564     Pavarde4564         6.60

Vardas45640    Pavarde45640        7.00

Vardas45643    Pavarde45643        5.60

Vardas45645    Pavarde45645        8.40

Vardas4565     Pavarde4565         8.00

Vardas45651    Pavarde45651        5.60

Vardas45652    Pavarde45652        7.00

Vardas45653    Pavarde45653        5.40

Vardas45656    Pavarde45656        6.00

Vardas45657    Pavarde45657        7.60

Vardas45659    Pavarde45659        5.00

Vardas4566     Pavarde4566         7.60

Vardas45661    Pavarde45661        5.20

Vardas45662    Pavarde45662        8.60

Vardas45663    Pavarde45663        7.60

Vardas45666    Pavarde45666        6.00

Vardas45667    Pavarde45667        7.20

Vardas45668    Pavarde45668        7.60

Vardas45669    Pavarde45669        5.00

Vardas45671    Pavarde45671        5.40

Vardas45674    Pavarde45674        6.00

Vardas45677    Pavarde45677        6.20

Vardas45679    Pavarde45679        6.00

Vardas45680    Pavarde45680        6.00

Vardas45681    Pavarde45681        7.40

Vardas45683    Pavarde45683        7.20

Vardas45684    Pavarde45684        7.20

Vardas45685    Pavarde45685        7.60

Vardas45686    Pavarde45686        7.80

Vardas45687    Pavarde45687        8.00

Vardas45689    Pavarde45689        7.00

Vardas4569     Pavarde4569         5.40

Vardas45690    Pavarde45690        7.40

Vardas45693    Pavarde45693        6.80

Vardas45695    Pavarde45695        5.80

Vardas45697    Pavarde45697        5.80

Vardas45698    Pavarde45698        8.40

Vardas45699    Pavarde45699        7.60

Vardas4570     Pavarde4570         8.00

Vardas45700    Pavarde45700        8.00

Vardas45701    Pavarde45701        5.00

Vardas45702    Pavarde45702        6.00

Vardas45703    Pavarde45703        6.40

Vardas45705    Pavarde45705        5.00

Vardas45707    Pavarde45707        6.40

Vardas45708    Pavarde45708        8.00

Vardas45710    Pavarde45710        7.20

Vardas45712    Pavarde45712        6.40

Vardas45715    Pavarde45715        5.80

Vardas45716    Pavarde45716        6.40

Vardas45717    Pavarde45717        7.00

Vardas45720    Pavarde45720        5.40

Vardas45721    Pavarde45721        5.40

Vardas45722    Pavarde45722        5.80

Vardas45724    Pavarde45724        7.40

Vardas45725    Pavarde45725        8.20

Vardas45726    Pavarde45726        7.80

Vardas45727    Pavarde45727        6.20

Vardas45728    Pavarde45728        8.40

Vardas45729    Pavarde45729        6.60

Vardas45731    Pavarde45731        8.40

Vardas45732    Pavarde45732        5.80

Vardas45735    Pavarde45735        7.80

Vardas45736    Pavarde45736        7.20

Vardas45739    Pavarde45739        8.40

Vardas4574     Pavarde4574         7.60

Vardas45740    Pavarde45740        7.00

Vardas45741    Pavarde45741        5.60

Vardas45742    Pavarde45742        7.40

Vardas45743    Pavarde45743        6.80

Vardas45747    Pavarde45747        7.60

Vardas45748    Pavarde45748        6.00

Vardas4575     Pavarde4575         8.00

Vardas45752    Pavarde45752        6.20

Vardas45753    Pavarde45753        8.00

Vardas45755    Pavarde45755        8.60

Vardas45756    Pavarde45756        7.20

Vardas45757    Pavarde45757        8.40

Vardas45758    Pavarde45758        5.00

Vardas45759    Pavarde45759        5.40

Vardas45760    Pavarde45760        6.60

Vardas45761    Pavarde45761        8.00

Vardas45762    Pavarde45762        7.40

Vardas45764    Pavarde45764        6.20

Vardas45768    Pavarde45768        8.80

Vardas45769    Pavarde45769        7.00

Vardas4577     Pavarde4577         7.00

Vardas45770    Pavarde45770        5.40

Vardas45772    Pavarde45772        6.80

Vardas45774    Pavarde45774        7.60

Vardas45777    Pavarde45777        6.60

Vardas45779    Pavarde45779        7.60

Vardas45780    Pavarde45780        8.40

Vardas45782    Pavarde45782        6.20

Vardas45784    Pavarde45784        7.00

Vardas45785    Pavarde45785        8.60

Vardas45786    Pavarde45786        6.20

Vardas45787    Pavarde45787        7.60

Vardas45789    Pavarde45789        7.00

Vardas4579     Pavarde4579         7.40

Vardas45790    Pavarde45790        6.80

Vardas45791    Pavarde45791        7.20

Vardas45793    Pavarde45793        6.40

Vardas45795    Pavarde45795        5.40

Vardas45796    Pavarde45796        5.60

Vardas45798    Pavarde45798        6.60

Vardas4580     Pavarde4580         6.00

Vardas45800    Pavarde45800        5.00

Vardas45801    Pavarde45801        7.80

Vardas45808    Pavarde45808        7.20

Vardas45809    Pavarde45809        5.40

Vardas4581     Pavarde4581         6.40

Vardas45810    Pavarde45810        5.00

Vardas45813    Pavarde45813        8.60

Vardas45814    Pavarde45814        5.20

Vardas45820    Pavarde45820        6.80

Vardas45821    Pavarde45821        6.80

Vardas45823    Pavarde45823        7.80

Vardas45824    Pavarde45824        5.00

Vardas45826    Pavarde45826        6.00

Vardas45827    Pavarde45827        8.40

Vardas45828    Pavarde45828        5.00

Vardas4583     Pavarde4583         7.00

Vardas45833    Pavarde45833        6.80

Vardas45836    Pavarde45836        5.60

Vardas45837    Pavarde45837        6.60

Vardas45838    Pavarde45838        7.60

Vardas45840    Pavarde45840        6.80

Vardas45841    Pavarde45841        5.40

Vardas45842    Pavarde45842        7.00

Vardas45843    Pavarde45843        7.20

Vardas45844    Pavarde45844        8.00

Vardas45845    Pavarde45845        6.80

Vardas45846    Pavarde45846        7.40

Vardas45848    Pavarde45848        5.00

Vardas45849    Pavarde45849        5.00

Vardas4585     Pavarde4585         6.20

Vardas45850    Pavarde45850        6.60

Vardas45853    Pavarde45853        6.60

Vardas45854    Pavarde45854        5.20

Vardas45855    Pavarde45855        5.60

Vardas45856    Pavarde45856        8.40

Vardas45857    Pavarde45857        8.20

Vardas45859    Pavarde45859        7.80

Vardas4586     Pavarde4586         5.20

Vardas45860    Pavarde45860        7.60

Vardas45862    Pavarde45862        6.80

Vardas45863    Pavarde45863        8.80

Vardas45865    Pavarde45865        7.60

Vardas45866    Pavarde45866        8.00

Vardas45867    Pavarde45867        5.00

Vardas4587     Pavarde4587         6.20

Vardas45870    Pavarde45870        7.40

Vardas45871    Pavarde45871        7.80

Vardas45872    Pavarde45872        5.80

Vardas45873    Pavarde45873        5.60

Vardas45874    Pavarde45874        5.80

Vardas45876    Pavarde45876        6.20

Vardas45877    Pavarde45877        5.60

Vardas45878    Pavarde45878        7.40

Vardas45879    Pavarde45879        5.20

Vardas4588     Pavarde4588         7.00

Vardas45880    Pavarde45880        6.80

Vardas45881    Pavarde45881        5.80

Vardas45884    Pavarde45884        5.60

Vardas45885    Pavarde45885        8.20

Vardas45887    Pavarde45887        7.00

Vardas45888    Pavarde45888        5.20

Vardas4589     Pavarde4589         5.40

Vardas45890    Pavarde45890        7.60

Vardas45891    Pavarde45891        6.60

Vardas45892    Pavarde45892        7.00

Vardas45893    Pavarde45893        5.20

Vardas45894    Pavarde45894        5.00

Vardas45896    Pavarde45896        8.00

Vardas459      Pavarde459          6.00

Vardas45900    Pavarde45900        5.80

Vardas45901    Pavarde45901        5.00

Vardas45903    Pavarde45903        6.00

Vardas45905    Pavarde45905        5.60

Vardas45907    Pavarde45907        8.40

Vardas45909    Pavarde45909        7.20

Vardas45910    Pavarde45910        5.60
